Id,Land Contour,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Roof Style,Roof Matl,Mas Vnr Area,Exter Qual,Bsmt Qual,Total Bsmt SF,Heating,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Sale Type,SalePrice,Garage Total Value,Overall Total Value,Exter Total Value,Total Flr SF,Fireplace Total Value,Total Bath,Kitchen Total Value
1256,Lvl,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,5,1925,1950,Gable,CompShg,0.0,3,3,747.0,GasA,747,1159,1,3,5,0,Detchd,1,1.0,288.0,WD ,114000,7.0,13,7,1159,0,1.0,4
2484,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,4,1966,1966,Gable,CompShg,0.0,3,3,1056.0,GasA,1056,1056,1,3,5,0,Detchd,1,1.0,384.0,WD ,107000,8.0,8,6,1056,0,2.0,4
1253,Lvl,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,5,1947,1950,Gable,CompShg,0.0,3,3,832.0,GasA,832,1216,1,3,6,0,Detchd,1,1.0,336.0,COD,118500,8.0,10,6,1216,0,1.0,4
1337,Lvl,Corner,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1929,1950,Gable,CompShg,0.0,3,3,862.0,GasA,950,1158,1,3,5,4,BuiltIn,2,1.0,208.0,WD ,120000,9.0,13,6,1158,5,1.0,4
1788,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,2005,2005,Gable,CompShg,148.0,4,4,1538.0,GasA,1538,1538,2,4,7,0,Attchd,2,2.0,484.0,WD ,260000,10.0,13,7,1538,0,3.0,5
141,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1959,1959,Hip,CompShg,150.0,3,3,1143.0,GasA,1143,1143,1,3,6,0,Attchd,2,1.0,308.0,WD ,136000,9.0,10,6,1143,0,2.0,4
1669,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,4,1971,1971,Gable,CompShg,0.0,3,3,858.0,GasA,872,872,1,3,5,0,Detchd,1,4.0,480.0,WD ,123000,11.0,9,6,872,0,1.0,4
1366,Lvl,Inside,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,1920,1950,Gable,CompShg,0.0,3,3,319.0,GasA,1035,1406,1,2,6,0,NA,0,0.0,0.0,WD ,89500,0.0,13,5,1406,0,1.0,3
52,Lvl,Corner,Gilbert,Norm,Norm,1Fam,1Story,6,2005,2005,Gable,CompShg,0.0,4,4,1324.0,GasA,1324,1324,2,4,6,0,Attchd,3,2.0,430.0,WD ,199500,11.0,11,7,1324,0,2.0,5
1380,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1966,1966,Gable,CompShg,41.0,3,3,876.0,GasA,904,904,1,3,6,0,Attchd,1,1.0,408.0,WD ,109900,8.0,12,6,904,0,1.0,4
919,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,1926,2004,Gambrel,CompShg,0.0,4,4,1276.0,GasA,1276,2080,1,4,9,4,Detchd,1,1.0,282.0,WD ,234000,8.0,16,7,2080,6,2.0,5
2804,Lvl,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,2004,2004,Gable,CompShg,169.0,4,4,848.0,GasA,848,848,1,4,3,4,Attchd,2,2.0,420.0,WD ,155900,10.0,11,7,848,5,2.0,5
782,Lvl,Inside,ClearCr,Norm,Norm,1Fam,1.5Fin,4,1957,1989,Gable,CompShg,0.0,3,3,1104.0,GasA,1104,1788,1,3,8,3,Attchd,1,1.0,304.0,WD ,161500,8.0,9,6,1788,5,2.0,4
956,Lvl,CulDSac,Timber,Norm,Norm,1Fam,SLvl,6,1958,1958,Gable,CompShg,541.0,3,3,819.0,GasA,1344,1344,1,4,7,4,Basment,2,2.0,525.0,COD,137500,10.0,12,6,1344,5,2.0,5
187,Lvl,Inside,OldTown,Norm,Norm,2fmCon,2Story,5,1910,1950,Gable,CompShg,0.0,3,3,840.0,Grav,1128,2256,2,2,12,0,NA,0,0.0,0.0,WD ,76500,0.0,8,5,2256,0,2.0,4
2074,Lvl,Corner,ClearCr,Norm,Norm,1Fam,2Story,6,1988,1989,Gable,CompShg,268.0,4,4,1151.0,GasA,1164,2060,2,3,8,3,Attchd,1,2.0,521.0,WD ,211000,9.0,11,7,2060,4,4.0,4
1039,Lvl,Inside,NAmes,Norm,Norm,TwnhsE,1Story,6,1998,1999,Gable,CompShg,0.0,4,4,1405.0,GasA,1337,1337,2,4,5,0,Attchd,3,2.0,511.0,COD,181000,11.0,11,7,1337,0,3.0,5
1210,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,6,1966,1966,Gable,CompShg,183.0,3,3,1127.0,GasA,1165,1165,1,3,6,0,Attchd,2,2.0,490.0,WD ,174900,12.0,13,6,1165,0,3.0,4
2710,Lvl,Inside,Sawyer,Norm,Norm,1Fam,SLvl,5,1966,1966,Gable,CompShg,97.0,3,3,1164.0,GasA,1320,1320,1,3,6,2,Attchd,2,2.0,564.0,WD ,164500,10.0,11,6,1320,4,2.0,4
44,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,7,2004,2004,Gable,CompShg,168.0,4,4,1517.0,GasA,1535,1535,2,4,7,0,Attchd,2,2.0,532.0,WD ,214000,10.0,12,7,1535,0,2.0,5
1026,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,7,1980,1988,Gable,CompShg,280.0,3,4,738.0,GasA,1277,2044,2,3,7,3,Attchd,1,2.0,489.0,WD ,185000,9.0,13,6,2044,4,3.0,4
1343,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,4,1929,1950,Gable,CompShg,0.0,3,3,704.0,GasA,624,1136,1,3,6,0,Detchd,1,1.0,336.0,WD ,123000,8.0,11,6,1136,0,2.0,4
2248,Bnk,CulDSac,Mitchel,Norm,Norm,1Fam,SFoyer,6,1979,1979,Gable,CompShg,0.0,3,4,1001.0,GasA,1299,1299,2,4,5,1,BuiltIn,2,2.0,486.0,WD ,183500,10.0,12,6,1299,2,3.0,5
1849,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,8,1999,2000,Gable,CompShg,456.0,4,4,776.0,GasA,764,1441,2,4,5,0,Detchd,1,2.0,492.0,WD ,174000,9.0,13,7,1441,0,3.0,5
2076,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1953,1953,Gable,CompShg,0.0,3,3,1073.0,GasA,1630,1630,2,3,6,3,Detchd,1,2.0,649.0,COD,130000,9.0,10,6,1630,4,2.0,4
2641,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,7,1925,1990,Gable,CompShg,0.0,3,3,728.0,GasA,832,1641,1,5,6,4,Detchd,1,2.0,546.0,WD ,178000,8.0,14,6,1641,5,3.0,6
5,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,5,1997,1998,Gable,CompShg,0.0,3,4,928.0,GasA,928,1629,2,3,6,3,Attchd,3,2.0,482.0,WD ,189900,11.0,10,6,1629,4,3.0,4
878,Lvl,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,2003,2004,Gable,CompShg,170.0,4,4,848.0,GasA,848,848,1,4,4,0,Attchd,3,2.0,420.0,WD ,144000,11.0,11,7,848,0,2.0,5
1548,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1Story,6,1930,2007,Gable,CompShg,0.0,4,3,816.0,GasA,816,816,1,3,5,0,Detchd,1,1.0,432.0,WD ,120500,8.0,14,8,816,0,1.0,4
841,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,5,1994,1995,Gable,CompShg,0.0,3,4,1097.0,GasA,1097,1097,1,3,6,0,Attchd,1,2.0,672.0,WD ,145000,9.0,10,6,1097,0,2.0,4
1621,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,2000,2000,Gable,CompShg,0.0,4,4,1494.0,GasA,1652,1652,2,5,6,0,Attchd,2,2.0,499.0,WD ,251000,10.0,13,7,1652,0,3.0,6
218,Lvl,Inside,Sawyer,Norm,Norm,Duplex,1Story,4,1968,1968,Hip,CompShg,0.0,3,3,1768.0,GasA,1768,1768,2,3,8,0,NA,0,0.0,0.0,WD ,136500,0.0,9,6,1768,0,2.0,5
1504,Lvl,Inside,Edwards,Norm,Norm,Duplex,1Story,4,1955,1955,Gable,CompShg,58.0,3,0,0.0,GasA,1152,1152,2,3,6,0,NA,0,0.0,0.0,WD ,82500,0.0,9,6,1152,0,2.0,5
946,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,2,1910,1950,Gable,CompShg,0.0,2,0,0.0,GasA,810,810,1,3,4,0,Detchd,1,1.0,280.0,ConLD,57625,8.0,6,4,810,0,1.0,4
455,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,7,2007,2008,Gable,CompShg,176.0,4,4,1350.0,GasA,1358,1358,2,4,6,4,Attchd,2,2.0,484.0,WD ,212500,10.0,12,7,1358,5,3.0,5
2906,Lvl,FR2,Mitchel,Norm,Norm,Twnhs,1Story,6,1998,1998,Hip,CompShg,116.0,3,5,1216.0,GasA,1216,1216,2,3,5,0,Attchd,1,2.0,402.0,WD ,164000,9.0,11,6,1216,0,3.0,4
2878,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,1957,1957,Gable,CompShg,327.0,3,3,967.0,GasA,967,1638,2,4,6,0,Detchd,1,1.0,384.0,WD ,139000,8.0,11,6,1638,0,2.0,5
1173,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,7,1999,2000,Gable,CompShg,212.0,4,4,600.0,GasA,624,1252,2,4,4,0,Detchd,1,2.0,462.0,WD ,160000,9.0,12,7,1252,0,4.0,5
985,Lvl,Inside,Mitchel,Norm,Norm,1Fam,SFoyer,5,1992,1993,Gable,CompShg,0.0,3,4,828.0,GasA,883,883,1,3,5,2,Detchd,1,2.0,698.0,WD ,149000,9.0,11,6,883,3,2.0,4
975,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,1968,1968,Gable,CompShg,0.0,3,3,864.0,GasA,874,874,1,3,5,0,Attchd,2,1.0,288.0,WD ,130000,9.0,11,6,874,0,2.0,4
202,Bnk,Inside,OldTown,RRAn,Feedr,1Fam,2Story,7,1921,1950,Gable,CompShg,0.0,3,3,576.0,GasA,902,1710,2,3,9,0,Detchd,1,2.0,480.0,WD ,140000,9.0,13,6,1710,0,2.0,4
528,Lvl,Corner,Somerst,Norm,Norm,1Fam,1Story,8,2008,2009,Hip,CompShg,288.0,4,4,1836.0,GasA,1836,1836,2,4,8,4,Attchd,3,2.0,517.0,New,264500,11.0,13,7,1836,5,2.0,5
2579,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1957,1957,Gable,CompShg,0.0,3,3,1092.0,GasA,1092,1092,1,3,6,3,Attchd,3,1.0,299.0,WD ,141000,10.0,10,6,1092,4,2.0,4
1841,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,7,2006,2007,Gable,CompShg,0.0,4,4,1241.0,GasA,1241,1241,1,4,4,0,Attchd,3,2.0,569.0,New,199900,11.0,12,7,1241,0,3.0,5
591,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,1977,1977,Gable,CompShg,360.0,3,4,1350.0,GasA,1334,1334,2,3,6,3,Attchd,2,2.0,630.0,WD ,167900,10.0,11,6,1334,4,3.0,4
1897,Lvl,CulDSac,NAmes,Norm,Norm,1Fam,1Story,6,1960,1987,Gable,CompShg,85.0,3,3,1144.0,GasA,1429,1429,1,4,7,4,Attchd,1,2.0,572.0,WD ,181900,9.0,12,6,1429,6,2.0,5
70,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,2008,2008,Gable,CompShg,36.0,4,4,1566.0,GasA,1566,1566,2,4,7,0,Attchd,2,2.0,750.0,WD ,262500,10.0,13,7,1566,0,3.0,5
590,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,7,1977,1992,Hip,CompShg,283.0,3,4,908.0,GasA,1316,2288,1,4,8,3,Attchd,2,2.0,520.0,WD ,230000,10.0,14,7,2288,5,3.0,5
1172,Lvl,CulDSac,Somerst,Norm,Norm,TwnhsE,1Story,9,1999,2000,Gable,CompShg,60.0,4,5,1698.0,GasA,1709,1709,2,4,5,3,Attchd,3,2.0,506.0,CWD,328900,11.0,14,7,1709,4,3.0,5
1714,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,2005,2005,Gable,CompShg,210.0,4,4,1721.0,GasA,1721,1721,2,4,7,0,Attchd,2,2.0,554.0,WD ,232698,10.0,13,7,1721,0,3.0,5
829,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,8,2008,2008,Gable,CompShg,140.0,4,4,1254.0,GasA,1254,1254,2,4,5,0,Attchd,2,3.0,810.0,WD ,221800,11.0,13,7,1254,0,3.0,5
1397,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1.5Fin,5,1941,1973,Gable,CompShg,0.0,3,3,576.0,GasA,864,1350,1,4,6,0,2Types,1,3.0,627.0,WD ,152400,10.0,12,6,1350,0,3.0,5
877,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2000,2001,Gable,CompShg,171.0,4,4,1630.0,GasA,1630,1630,2,4,6,3,Attchd,1,2.0,451.0,WD ,213000,9.0,12,7,1630,4,2.0,5
2477,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,2005,2005,Gable,CompShg,96.0,4,4,784.0,GasA,831,1585,2,4,7,0,Attchd,2,2.0,449.0,WD ,184900,10.0,12,7,1585,0,3.0,5
2871,Lvl,Corner,Crawfor,Norm,Norm,2fmCon,1Story,5,1953,1953,Hip,CompShg,56.0,3,3,1165.0,GasA,1336,1336,1,3,5,4,Attchd,1,1.0,375.0,WD ,157000,8.0,10,6,1336,6,2.0,4
2489,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1962,2002,Hip,CompShg,0.0,3,3,864.0,GasA,1211,1211,1,3,6,3,Detchd,1,2.0,576.0,WD ,144000,9.0,11,6,1211,4,1.0,4
1655,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,1979,1999,Gable,CompShg,253.0,3,4,1259.0,GasA,1353,1353,2,3,5,3,Attchd,2,2.0,478.0,WD ,192350,10.0,11,6,1353,4,3.0,4
1891,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,7,1966,1966,Hip,CompShg,202.0,3,3,1174.0,GasA,1200,1200,2,3,6,3,Attchd,2,2.0,440.0,CWD,163500,10.0,13,6,1200,4,3.0,4
1419,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,1990,1990,Hip,CompShg,99.0,3,4,1475.0,GasA,1532,2329,2,4,10,5,Attchd,1,2.0,514.0,WD ,262280,9.0,12,6,2329,6,4.0,5
1473,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2002,2003,Gable,CompShg,113.0,4,4,1536.0,GasA,1536,1536,2,4,7,0,Attchd,2,2.0,532.0,WD ,214000,10.0,12,7,1536,0,3.0,5
2868,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,6,1956,2004,Gable,CompShg,0.0,3,3,1073.0,GasA,1811,1811,1,5,6,4,Attchd,3,2.0,470.0,WD ,230000,11.0,13,6,1811,5,1.0,6
1695,Lvl,Corner,NridgHt,Norm,Norm,1Fam,2Story,7,2006,2006,Gable,CompShg,350.0,4,5,1063.0,GasA,1071,2172,2,4,9,4,Attchd,2,3.0,947.0,New,280000,11.0,12,7,2172,5,3.0,5
2244,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1Story,4,1957,1980,Gable,CompShg,0.0,3,3,1073.0,GasA,1073,1073,1,3,6,0,Detchd,1,2.0,720.0,WD ,140000,9.0,10,6,1073,0,2.0,4
169,Lvl,Inside,NAmes,PosN,Norm,1Fam,2Story,6,1966,1966,Gable,CompShg,351.0,3,3,756.0,GasA,1051,1839,1,3,7,3,Attchd,1,2.0,442.0,WD ,155000,9.0,11,6,1839,4,2.0,4
2670,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,1918,1950,Gable,CompShg,0.0,2,3,1020.0,GasA,1020,1020,1,2,5,0,NA,0,0.0,0.0,ConLD,64500,0.0,6,4,1020,0,1.0,3
247,Lvl,CulDSac,SawyerW,Norm,Norm,1Fam,2Story,6,1993,1993,Gable,CompShg,85.0,4,4,946.0,GasA,964,1802,2,4,8,4,2Types,2,4.0,1017.0,WD ,218000,12.0,13,8,1802,5,4.0,5
2137,Lvl,Inside,CollgCr,Norm,Norm,1Fam,SLvl,5,1977,1977,Gable,CompShg,51.0,3,3,995.0,GasA,1009,1009,2,3,6,2,Detchd,1,2.0,576.0,WD ,160000,9.0,12,6,1009,3,2.0,4
1794,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,0.0,4,4,1338.0,GasA,1338,1338,2,4,6,0,Attchd,2,2.0,598.0,New,208900,10.0,13,7,1338,0,2.0,5
1164,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,2007,2007,Gable,CompShg,0.0,4,4,689.0,GasA,703,1392,2,4,5,0,Detchd,1,2.0,540.0,WD ,146000,9.0,12,7,1392,0,2.0,5
1179,Lvl,Inside,Veenker,Norm,Norm,TwnhsE,1Story,8,1996,1996,Gable,CompShg,0.0,4,4,1260.0,GasA,1288,1288,1,5,4,4,Attchd,3,2.0,500.0,WD ,245500,11.0,13,7,1288,6,3.0,6
1340,Bnk,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,6,1926,1950,Gable,CompShg,0.0,3,3,992.0,GasA,1013,1013,1,3,6,0,Detchd,1,1.0,160.0,WD ,113000,7.0,13,6,1013,0,1.0,4
436,Lvl,FR3,NridgHt,Norm,Norm,1Fam,1Story,8,2004,2005,Hip,CompShg,238.0,4,5,1782.0,GasA,1782,1782,2,4,7,4,Attchd,3,3.0,932.0,WD ,296000,12.0,13,7,1782,6,3.0,5
1636,HLS,Corner,StoneBr,Norm,Norm,1Fam,1Story,9,2005,2006,Hip,CompShg,200.0,4,5,1922.0,GasA,1922,1922,2,4,8,4,Attchd,3,3.0,676.0,WD ,377426,12.0,14,7,1922,5,3.0,5
421,Lvl,FR2,NridgHt,Norm,Norm,1Fam,1Story,10,2006,2007,Hip,CompShg,230.0,5,5,1700.0,GasA,1718,1718,2,5,7,4,Attchd,3,3.0,786.0,WD ,337500,12.0,15,8,1718,5,3.0,6
2834,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,4,1948,1950,Gable,CompShg,0.0,3,2,624.0,GasA,624,936,1,3,5,0,Attchd,1,1.0,265.0,WD ,97900,6.0,11,7,936,0,1.0,4
517,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,6,2009,2009,Gable,CompShg,0.0,4,4,1218.0,GasA,1218,1218,2,4,4,0,Attchd,3,2.0,676.0,New,208300,11.0,11,7,1218,0,2.0,5
1566,Lvl,Inside,Mitchel,Norm,Norm,1Fam,2Story,7,1996,1997,Gable,CompShg,0.0,3,4,910.0,GasA,910,1820,2,4,8,3,Attchd,1,3.0,816.0,WD ,213000,10.0,12,6,1820,4,3.0,5
1439,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,7,1998,1999,Gable,CompShg,0.0,3,4,880.0,GasA,880,1724,2,4,8,0,Attchd,3,2.0,527.0,WD ,188000,11.0,12,6,1724,0,3.0,5
2577,Lvl,Corner,NAmes,Feedr,Norm,1Fam,1Story,6,1958,1958,Hip,CompShg,632.0,3,3,1121.0,GasA,1336,1336,1,3,7,3,Attchd,2,2.0,488.0,WD ,162000,10.0,12,6,1336,4,2.0,4
2241,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,1950,1950,Gable,CompShg,0.0,3,3,910.0,GasA,910,1558,1,3,6,0,Attchd,1,1.0,282.0,WD ,152000,8.0,10,6,1558,0,2.0,4
71,Lvl,Corner,Somerst,Norm,Norm,1Fam,2Story,7,2004,2005,Gable,CompShg,0.0,4,4,991.0,GasA,991,1947,2,4,8,4,Attchd,2,2.0,678.0,WD ,254900,10.0,12,7,1947,5,3.0,5
1143,Lvl,CulDSac,SawyerW,Norm,Norm,1Fam,2Story,7,1994,1995,Gable,CompShg,145.0,4,4,832.0,GasA,832,1657,2,4,6,0,Attchd,2,2.0,483.0,WD ,189000,10.0,12,7,1657,0,3.0,5
1021,Lvl,CulDSac,NWAmes,Norm,Norm,1Fam,1Story,7,1978,1978,Hip,CompShg,383.0,4,4,2048.0,GasA,2064,2064,2,4,7,2,Attchd,3,2.0,550.0,WD ,235000,11.0,12,8,2064,4,3.0,5
1416,Lvl,Inside,Edwards,Norm,Norm,2fmCon,1Story,5,1950,1950,Gable,CompShg,0.0,3,3,1164.0,GasW,1164,1164,1,3,5,0,Detchd,1,1.0,240.0,ConLD,125000,8.0,10,6,1164,0,2.0,4
35,Lvl,FR2,NPkVill,Norm,Norm,Twnhs,1Story,7,1975,1975,Gable,CompShg,0.0,3,4,836.0,GasA,836,836,1,3,4,0,Attchd,1,1.0,308.0,WD ,120000,8.0,13,6,836,0,1.0,4
2174,Lvl,Inside,Edwards,Norm,Norm,Duplex,SFoyer,6,1990,1990,Gable,CompShg,104.0,3,4,816.0,GasA,816,816,1,3,5,0,NA,0,0.0,0.0,WD ,118500,0.0,11,7,816,0,2.0,4
522,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,9,2009,2009,Gable,CompShg,162.0,5,5,1766.0,GasA,1766,1766,2,5,7,4,Attchd,3,3.0,478.0,New,370878,12.0,14,8,1766,5,4.0,6
2211,HLS,Inside,Crawfor,Norm,Norm,Duplex,2Story,5,1949,1950,Gable,CompShg,0.0,3,3,1001.0,GasA,1001,2002,2,3,8,0,2Types,1,3.0,871.0,WD ,145000,10.0,11,6,2002,0,2.0,5
1539,Lvl,Corner,Crawfor,Norm,Norm,1Fam,1.5Fin,7,1939,2006,Gable,CompShg,312.0,4,3,798.0,GasA,1137,1954,1,4,8,3,Attchd,1,2.0,431.0,WD ,311500,9.0,16,8,1954,5,3.0,5
2420,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2006,2006,Gable,CompShg,14.0,4,4,1220.0,GasA,1364,1364,2,4,6,4,Attchd,3,2.0,437.0,New,210250,11.0,12,7,1364,5,3.0,5
2779,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,7,2002,2002,Gable,CompShg,0.0,4,4,916.0,GasA,920,1861,2,4,8,0,BuiltIn,2,2.0,492.0,WD ,200000,10.0,12,7,1861,0,4.0,5
953,Lvl,Inside,Mitchel,Norm,Norm,Duplex,1.5Fin,5,1977,1977,Gable,CompShg,0.0,3,0,0.0,GasA,1302,1734,2,4,8,0,Attchd,1,2.0,539.0,COD,126000,9.0,10,6,1734,0,2.0,6
658,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,4,1900,2003,Gable,CompShg,0.0,4,2,405.0,GasA,717,1039,1,3,6,0,Detchd,1,1.0,281.0,WD ,114000,8.0,12,8,1039,0,1.0,4
714,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,4,1910,1950,Gable,CompShg,0.0,4,2,677.0,GasA,833,1510,2,4,7,0,Detchd,1,2.0,720.0,WD ,87500,9.0,8,8,1510,0,2.0,5
1637,Lvl,Inside,StoneBr,Norm,Norm,1Fam,2Story,8,2005,2005,Hip,CompShg,146.0,4,5,1149.0,GasA,1164,2541,3,5,10,4,BuiltIn,3,3.0,729.0,WD ,349265,12.0,13,7,2541,5,5.0,6
538,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,8,2004,2004,Gable,Tar&Grv,264.0,4,4,1512.0,GasA,1512,1512,2,4,6,0,Attchd,2,3.0,845.0,WD ,203000,11.0,13,7,1512,0,2.0,5
546,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,2001,2001,Gable,CompShg,0.0,4,4,1454.0,GasA,1434,1434,2,4,6,3,Attchd,2,2.0,527.0,WD ,189000,10.0,12,7,1434,4,2.0,5
533,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,0.0,4,4,812.0,GasA,812,1653,2,4,6,0,Attchd,2,2.0,628.0,WD ,209000,10.0,12,7,1653,0,4.0,5
718,Lvl,Corner,OldTown,Artery,Norm,1Fam,2Story,6,1900,1950,Gable,CompShg,0.0,3,2,917.0,GasA,1090,2007,2,5,8,0,Detchd,1,1.0,357.0,WD ,160000,8.0,13,6,2007,0,2.0,6
1830,Lvl,CulDSac,Sawyer,RRAe,Norm,1Fam,1Story,5,1974,1974,Gable,CompShg,44.0,3,2,1037.0,GasA,1037,1037,1,3,5,0,Attchd,2,2.0,431.0,WD ,129000,10.0,10,6,1037,0,2.0,4
2929,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,1974,1975,Gable,CompShg,0.0,3,4,1389.0,GasA,1389,1389,1,3,6,3,Attchd,2,2.0,418.0,WD ,170000,10.0,10,6,1389,4,2.0,4
2207,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,5,1913,2002,Gable,CompShg,0.0,3,3,440.0,GasA,694,694,1,4,4,4,Detchd,1,1.0,352.0,WD ,90350,9.0,11,6,694,5,1.0,5
1417,Lvl,Corner,Edwards,Artery,Norm,1Fam,1.5Fin,6,1924,1950,Gable,CompShg,0.0,3,3,572.0,Grav,572,1096,1,3,5,0,NA,0,0.0,0.0,WD ,79000,0.0,11,6,1096,0,1.0,4
2787,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,5,1972,1972,Gable,CompShg,0.0,3,3,894.0,GasA,894,894,1,3,5,0,Attchd,1,2.0,552.0,WD ,149900,9.0,12,6,894,0,2.0,4
1037,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1971,1971,Hip,CompShg,0.0,3,4,864.0,GasA,864,864,1,3,5,0,Detchd,1,2.0,576.0,WD ,123000,9.0,10,6,864,0,2.0,4
2659,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,4,1900,1950,Gable,CompShg,0.0,3,3,1095.0,GasW,1095,1774,2,3,8,0,2Types,1,3.0,779.0,WD ,87000,8.0,6,6,1774,0,3.0,5
1567,Lvl,Inside,Mitchel,Norm,Norm,1Fam,SLvl,6,1977,1977,Gable,CompShg,0.0,3,3,1096.0,GasA,1118,1118,1,3,6,1,Attchd,3,1.0,358.0,WD ,171000,10.0,12,6,1118,2,2.0,4
1225,Lvl,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,6,1950,1950,Gable,CompShg,0.0,3,3,1032.0,GasA,1032,1252,1,3,6,0,Attchd,1,1.0,288.0,WD ,119000,8.0,11,6,1252,0,1.0,4
685,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1959,1959,Hip,CompShg,0.0,3,3,1148.0,GasA,1148,1148,1,3,6,0,Attchd,1,1.0,672.0,WD ,132500,8.0,10,6,1148,0,2.0,4
1358,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,8,1925,1996,Hip,CompShg,0.0,3,3,588.0,GasA,833,1666,1,4,7,4,Detchd,1,1.0,228.0,WD ,161000,8.0,15,7,1666,5,1.0,5
1461,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,9,2001,2002,Gable,CompShg,134.0,4,4,1357.0,GasA,1366,1947,2,4,7,3,BuiltIn,3,3.0,725.0,WD ,274000,12.0,14,7,1947,4,4.0,5
