Id,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Bsmt Qual,Total Bsmt SF,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplace Qu,Garage Finish,Garage Cars,Garage Area,Garage Total Value,Overall Total Value,Exter Total Value,Total Flr SF,Fireplace Total Value,Total Bath,Kitchen Total Value,Land Contour_Bnk,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_Corner,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 1_Artery,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,Condition 2_Artery,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Condition 2_RRAn,Condition 2_RRNn,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Fin,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Garage Type_2Types,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Sale Type_COD,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD ,SalePrice
277,-0.7862157168845492,-0.10778267735109529,-0.7741404863682126,-0.5860113930394856,-0.6885643987206242,0.5921336724468437,0.38201753806559247,0.1340937771777947,-0.6050825212880545,-1.027219516731658,-0.7712216082183482,-0.26839195495494056,-0.9701168665954532,0.31877303575451615,-1.0062748847670144,-0.631286841902579,-0.03300544484726547,-0.3922387554741611,-0.7034656342606412,-0.5975360613802515,-0.9829607902337999,-0.4568524378418756,-0.839155206556074,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,144000
54,1.409187420108076,1.0874594970031928,1.0006807901707584,-0.4861643841344229,1.077646242560976,0.5921336724468437,0.528770525154097,0.3344229958536932,-0.4512057623885752,0.817033614368599,0.7637547323434811,-0.26839195495494056,0.6987392852645076,1.436225894343429,0.32831457069817793,-0.1813752473431733,0.7520331524290164,0.8228991759086536,0.7743256762518594,-0.4432218944507918,0.7021984975058136,-0.4568524378418756,0.6971607504848797,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192000
649,-0.7862157168845492,-0.6390014215085567,1.0006807901707584,-0.5860113930394856,1.077646242560976,-0.533467852851714,-0.021553176427794755,-0.31870514174718134,-0.9528861544170146,-1.027219516731658,0.7637547323434811,-0.9269017983993725,-0.9701168665954532,-0.7986798228343966,-1.0062748847670144,-1.138633959171696,-0.4255247434854064,0.8228991759086536,0.7743256762518594,-0.9463283564947839,-0.9829607902337999,-0.4568524378418756,0.6971607504848797,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145500
2600,-1.5180167625487575,-2.365462340020306,0.6649037919066287,-0.5860113930394856,-0.6885643987206242,-1.659069378150272,-1.4475030343044295,-1.9185946552820967,-1.6084433053449334,-1.027219516731658,-2.3061979487801776,-0.9269017983993725,-0.9701168665954532,-0.7986798228343966,-1.0062748847670144,-0.8993192812145654,-0.8180440421235473,0.21533021021724624,0.7743256762518594,-1.6037489854682356,-0.9829607902337999,-1.542584325627935,-2.3754711635970276,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86900
617,-0.05441467122034077,-0.6058002499987153,-1.4936626255056333,-0.024371967948508145,-0.6885643987206242,-0.533467852851714,1.1377954215713904,0.9820626617100225,0.046258828026179935,-1.027219516731658,-0.7712216082183482,-0.26839195495494056,0.6987392852645076,0.31877303575451615,0.32831457069817793,0.1775967695925227,0.35951385379087547,-0.9998077211655685,-0.7034656342606412,0.05565678219787263,0.7021984975058136,-0.4568524378418756,-0.839155206556074,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149500
2209,-0.7862157168845492,-1.1038178226463353,-1.6375670533331175,-0.5860113930394856,-0.6885643987206242,-1.659069378150272,-0.29304620254152797,-0.5300113039121702,-1.1151945165438628,-1.027219516731658,-2.3061979487801776,-0.9269017983993725,1.255024669217828,-0.7986798228343966,-1.0062748847670144,-1.09077102358027,-0.8180440421235473,0.21533021021724624,0.7743256762518594,-1.109098094214899,1.123488319440717,-1.542584325627935,-2.3754711635970276,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,119750
2814,-0.05441467122034077,1.1206606685130343,1.0486489327799198,-0.5860113930394856,-0.6885643987206242,0.5921336724468437,-0.7088463326256239,-1.0898354218557769,0.035719323991969025,0.817033614368599,0.7637547323434811,-0.26839195495494056,-0.9701168665954532,0.31877303575451615,0.32831457069817793,0.45998808958193693,0.35951385379087547,-0.3922387554741611,-0.7034656342606412,0.04508731870955347,-0.9829607902337999,0.6288794499441838,0.6971607504848797,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173900
2542,-0.7862157168845492,-0.34019087791998465,-1.1099174846323423,-0.5860113930394856,-0.6885643987206242,-0.533467852851714,0.024918602816898318,-0.2665646601740023,-0.9128360390870132,-1.027219516731658,-0.7712216082183482,-0.26839195495494056,-0.9701168665954532,-0.7986798228343966,-1.0062748847670144,-0.4781254480100154,-0.4255247434854064,-0.3922387554741611,-0.7034656342606412,-0.906164395239171,-0.9829607902337999,-0.4568524378418756,-0.839155206556074,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,136500
2323,1.409187420108076,0.7554477819047795,0.47303122146998317,-0.5860113930394856,1.077646242560976,0.5921336724468437,2.50015231837634,2.5572540523944847,2.53779758171364,0.817033614368599,0.7637547323434811,1.7071375753783553,-0.9701168665954532,1.436225894343429,0.32831457069817793,0.7184479417756381,0.7520331524290164,0.8228991759086536,0.7743256762518594,2.5542779508365223,-0.9829607902337999,0.6288794499441838,0.6971607504848797,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,270000
1393,-0.05441467122034077,-0.37339204942982596,-0.438363488104083,-0.5860113930394856,-0.6885643987206242,0.5921336724468437,1.3750460840311391,0.2877709860250593,-0.4870400761048923,-1.027219516731658,-0.7712216082183482,-1.5854116418438045,1.255024669217828,0.31877303575451615,0.32831457069817793,0.45998808958193693,0.35951385379087547,0.8228991759086536,-0.7034656342606412,-0.47915807031107693,1.123488319440717,-0.4568524378418756,-0.839155206556074,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,235000
490,0.6773863744438676,0.9214536394539862,0.7608400771249515,-0.5860113930394856,-0.6885643987206242,0.5921336724468437,-1.604039553865501,-1.023973760921235,-0.11183373248698376,0.817033614368599,-0.7712216082183482,0.3901178884894914,0.6987392852645076,0.31877303575451615,0.32831457069817793,-0.3249640541174517,0.35951385379087547,0.21533021021724624,-0.7034656342606412,-0.1028851701269148,0.7021984975058136,0.6288794499441838,-0.839155206556074,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,156000
542,-0.7862157168845492,1.0542583254933515,0.952712647561597,-0.5860113930394856,-0.6885643987206242,0.5921336724468437,0.1814551223779697,-0.09093356434855705,-0.7779303874491135,0.817033614368599,0.7637547323434811,-0.26839195495494056,-0.9701168665954532,-0.7986798228343966,0.32831457069817793,0.5174236122916483,-0.03300544484726547,-0.9998077211655685,-0.7034656342606412,-0.7708752625886858,-0.9829607902337999,0.6288794499441838,0.6971607504848797,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,153000
973,-0.05441467122034077,0.9214536394539862,0.7128719345157901,2.066174781001241,-0.6885643987206242,1.7177351977454014,0.4505022653735612,0.210932381601427,-0.5460612986964734,0.817033614368599,-0.7712216082183482,-0.9269017983993725,-0.9701168665954532,1.436225894343429,0.32831457069817793,-0.3153914669991665,0.7520331524290164,-0.3922387554741611,-0.7034656342606412,-0.5383470658456643,-0.9829607902337999,0.6288794499441838,-0.839155206556074,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165000
1012,2.1409884657722844,1.1206606685130343,1.0966170753890812,0.9428959308192862,1.077646242560976,0.5921336724468437,0.20102218732310365,-0.036048846903105405,2.1520517340615206,0.817033614368599,2.2987310729053103,3.0241572622672193,1.255024669217828,1.436225894343429,1.6629040261633703,0.9003270970230574,1.1445524510671574,1.4304681416000609,0.7743256762518594,2.167435587164041,1.123488319440717,0.6288794499441838,2.2334767075258335,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,325000
2218,-0.7862157168845492,-1.0042143081168113,-1.6375670533331175,-0.5860113930394856,-0.6885643987206242,-0.533467852851714,-0.7626557612247422,-1.0623930631330512,-0.2699262930001475,0.817033614368599,-0.7712216082183482,-0.9269017983993725,-0.9701168665954532,-0.7986798228343966,0.32831457069817793,0.28768152145280285,-0.03300544484726547,-0.9998077211655685,-0.7034656342606412,-0.2614271224517022,-0.9829607902337999,-0.4568524378418756,-0.839155206556074,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,140000
2033,-0.05441467122034077,-0.27378853490030197,-1.0139811994140195,0.8742511121970556,-0.6885643987206242,-0.533467852851714,-0.7308592806888995,0.960108774731842,1.7093925646246622,2.661286745468856,-0.7712216082183482,1.7071375753783553,1.255024669217828,-0.7986798228343966,0.32831457069817793,0.9098996841413426,-0.03300544484726547,0.21533021021724624,-0.7034656342606412,1.7235181206546364,1.123488319440717,0.6288794499441838,-0.839155206556074,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,202500
1071,2.1409884657722844,1.2202641830425582,1.1445852179982425,4.1941641582903895,2.8438568838425766,1.7177351977454014,1.6196343958453132,1.5226771285477212,0.46151528697408994,-1.027219516731658,2.2987310729053103,0.3901178884894914,1.255024669217828,1.436225894343429,1.6629040261633703,2.7956993464435325,1.1445524510671574,1.4304681416000609,2.25211698676436,0.4720936436376476,1.123488319440717,0.6288794499441838,2.2334767075258335,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,367294
1583,-0.05441467122034077,0.5562407528457315,0.2331905084241763,0.7806445413485595,1.077646242560976,0.5921336724468437,1.0301765643731537,0.9930396051991129,0.054690431253548666,0.817033614368599,0.7637547323434811,-0.9269017983993725,0.1424539013111873,0.31877303575451615,0.32831457069817793,0.6322946577110711,0.35951385379087547,-0.3922387554741611,0.7743256762518594,0.06411235298852797,0.2809086755709102,0.6288794499441838,0.6971607504848797,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175000
2858,0.6773863744438676,-1.8674447673726862,-0.6782042011498899,-0.5860113930394856,-0.6885643987206242,-0.533467852851714,-0.6941710339167735,-0.5108016528062621,0.49313379907672267,-1.027219516731658,0.7637547323434811,0.3901178884894914,1.255024669217828,-0.7986798228343966,1.6629040261633703,0.8333189871950608,0.35951385379087547,0.21533021021724624,-0.7034656342606412,0.503802034102605,1.123488319440717,-0.4568524378418756,0.6971607504848797,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,140000
2265,0.6773863744438676,0.45663723831620745,0.04131793798753078,-0.5860113930394856,-0.6885643987206242,0.5921336724468437,0.5507834732173725,0.25484015555778833,-0.5123348857869985,0.817033614368599,0.7637547323434811,-0.26839195495494056,-0.9701168665954532,-0.7986798228343966,0.32831457069817793,0.28768152145280285,-0.03300544484726547,1.4304681416000609,-0.7034656342606412,-0.5045247826830429,-0.9829607902337999,0.6288794499441838,0.6971607504848797,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,174000
1088,0.6773863744438676,1.1206606685130343,1.0006807901707584,0.5497483332556021,1.077646242560976,0.5921336724468437,-0.44958272210259936,0.05176670100961723,-0.66831954549332,0.817033614368599,0.7637547323434811,-0.9269017983993725,-0.9701168665954532,1.436225894343429,0.32831457069817793,-0.3249640541174517,0.7520331524290164,0.21533021021724624,0.7743256762518594,-0.6609528423101665,-0.9829607902337999,0.6288794499441838,0.6971607504848797,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190000
698,-0.7862157168845492,-2.0334506249218927,0.8567763623432743,-0.5860113930394856,1.077646242560976,-0.533467852851714,-1.310533579688492,-1.0514161196439609,-0.04016510505434955,0.817033614368599,-0.7712216082183482,0.3901178884894914,-0.9701168665954532,-1.9161326814233095,-2.3408643402322067,-2.2394814777744974,-3.565679132590534,0.8228991759086536,0.7743256762518594,-0.031012818406344494,-0.9829607902337999,-0.4568524378418756,-0.839155206556074,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,129000
1896,-0.05441467122034077,-0.4065932209396673,0.329126793642499,0.262688182653547,-0.6885643987206242,-0.533467852851714,1.3505872528497218,1.3854653349340922,0.3561202466319808,-1.027219516731658,0.7637547323434811,-0.26839195495494056,1.255024669217828,0.31877303575451615,0.32831457069817793,0.20152823738823578,0.35951385379087547,0.8228991759086536,0.7743256762518594,0.36639900875445597,1.123488319440717,0.6288794499441838,0.6971607504848797,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200000
628,-0.05441467122034077,-0.10778267735109529,-0.7741404863682126,3.0084809275427697,-0.6885643987206242,0.5921336724468437,-0.3517473973769297,0.09567447496597854,1.3889916419846502,0.817033614368599,0.7637547323434811,1.0486277319339234,1.255024669217828,1.436225894343429,-1.0062748847670144,0.19674194382909319,0.35951385379087547,0.21533021021724624,0.7743256762518594,1.4022064306097337,1.123488319440717,0.6288794499441838,0.6971607504848797,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,193500
1212,-0.05441467122034077,-0.24058736339046063,-0.9660130568048582,1.0365025016677825,-0.6885643987206242,0.5921336724468437,0.12764569377885143,-0.15130675353855386,-0.8243042051996415,-1.027219516731658,-0.7712216082183482,-0.26839195495494056,-0.9701168665954532,0.31877303575451615,0.32831457069817793,0.1728104760333801,0.7520331524290164,0.8228991759086536,-0.7034656342606412,-0.8173809019372901,-0.9829607902337999,-0.4568524378418756,-0.839155206556074,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145000
2864,0.6773863744438676,-1.4026283662349073,-1.6375670533331175,1.0989068822334467,1.077646242560976,-0.533467852851714,-0.04356612449107042,-0.06897967737037639,0.39617036196198224,0.817033614368599,-0.7712216082183482,0.3901178884894914,1.255024669217828,-0.7986798228343966,0.32831457069817793,-0.08086308260117843,-0.03300544484726547,1.4304681416000609,2.25211698676436,0.4065629700100688,1.123488319440717,-0.4568524378418756,-0.839155206556074,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,218000
2740,-0.7862157168845492,-0.6390014215085567,0.8567763623432743,0.8617702360839229,-0.6885643987206242,-3.9102724287473873,-2.5432586712319294,0.9354106518813887,0.010424514309862833,-1.027219516731658,-0.7712216082183482,0.3901178884894914,1.8113100531711481,0.31877303575451615,0.32831457069817793,0.48391955737765,0.35951385379087547,-0.3922387554741611,-0.7034656342606412,0.019720606337587484,1.5447781413756203,-1.542584325627935,-0.839155206556074,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135000
2560,-0.7862157168845492,-0.6390014215085567,-1.5416307681147947,0.3500543154454768,-0.6885643987206242,-0.533467852851714,0.9885965513647441,1.3086267305104597,0.2970990240403997,-1.027219516731658,-0.7712216082183482,-0.26839195495494056,1.255024669217828,0.31877303575451615,-1.0062748847670144,-1.09077102358027,-0.03300544484726547,-0.3922387554741611,0.7743256762518594,0.3072100132198687,1.123488319440717,-0.4568524378418756,-0.839155206556074,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,146500
1716,-0.05441467122034077,1.1206606685130343,1.0486489327799198,1.0115407494415167,1.077646242560976,0.5921336724468437,0.7880341356771214,0.5896369319750433,-0.2551709873522522,0.817033614368599,0.7637547323434811,-0.26839195495494056,1.255024669217828,0.31877303575451615,0.32831457069817793,-0.0377864405688949,0.35951385379087547,-0.3922387554741611,0.7743256762518594,-0.24662987356805538,1.123488319440717,-0.4568524378418756,0.6971607504848797,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,194700
1130,0.6773863744438676,1.1870630115327168,1.1445852179982425,0.7244805988394618,1.077646242560976,0.5921336724468437,0.43582696666471077,0.1944669663677915,-0.5587087035375264,0.817033614368599,0.7637547323434811,-0.26839195495494056,-0.9701168665954532,1.436225894343429,0.32831457069817793,-0.028213853450609675,0.7520331524290164,0.21533021021724624,0.7743256762518594,-0.5510304220316472,-0.9829607902337999,0.6288794499441838,0.6971607504848797,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,230348
