Id,MS Zoning,Street,Land Contour,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Bsmt Qual,Heating,Central Air,1st Flr SF,Full Bath,Kitchen Qual,TotRms AbvGrd,Garage Type,Garage Finish,Garage Cars,SalePrice,Garage Total Value,Overall Total Value,Exter Total Value,Total Flr SF,Fireplace Total Value,Total Bath,Has Basement,Has Garage,Has Porch,Has Pool,Was Remodeled,Is New
1544,RM,Pave,Lvl,Blueste,Norm,Norm,Twnhs,2Story,1980,1980,Gable,MetalSd,MetalSd,None,4,GasA,1,6.57507584059962,2,3,6,Attchd,3,2.0,151000,11.0,12,7,7.350516171833998,3,4.0,1,1,0,0,0,0
2141,RL,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,1972,1972,Gable,VinylSd,VinylSd,None,3,GasA,1,6.78332520060396,1,3,5,Detchd,1,2.0,112500,9.0,10,6,6.78332520060396,0,2.0,1,1,0,0,0,0
2008,RL,Pave,Lvl,BrkSide,Norm,Norm,1Fam,1Story,1920,1950,Gable,Stucco,Stucco,None,3,GasA,1,7.0630481633881725,1,3,6,Detchd,1,2.0,144000,9.0,10,5,7.0630481633881725,4,1.0,1,1,1,0,1,0
1075,RL,Pave,Lvl,NridgHt,Norm,Norm,TwnhsE,1Story,2007,2008,Hip,MetalSd,MetalSd,BrkFace,5,GasA,1,7.496097345175956,2,5,6,Attchd,2,3.0,370967,11.0,14,8,7.496097345175956,4,3.0,1,1,0,0,1,1
34,RL,Pave,Lvl,NPkVill,Norm,Norm,Twnhs,2Story,1975,1975,Gable,Plywood,Brk Cmn,None,3,GasA,1,6.752270376141742,2,4,6,Attchd,1,2.0,149900,9.0,12,6,7.284134806195205,3,3.0,1,1,0,0,0,0
847,RL,Pave,Lvl,CollgCr,Norm,Norm,1Fam,2Story,2002,2002,Gable,VinylSd,VinylSd,BrkFace,4,GasA,1,6.723832440821209,2,4,7,Attchd,2,2.0,195000,10.0,12,7,7.415175109613295,0,3.0,1,1,1,0,0,1
1629,RL,Pave,Lvl,Gilbert,Norm,Norm,1Fam,SLvl,1992,1992,Gable,HdBoard,HdBoard,BrkFace,4,GasA,1,6.70073110954781,2,4,7,Attchd,3,2.0,163900,11.0,12,6,7.301822342137932,3,3.0,1,1,1,0,0,0
2073,RL,Pave,Lvl,ClearCr,Norm,Norm,1Fam,1Story,1984,1984,Hip,Wd Sdng,Wd Sdng,BrkFace,4,GasA,1,7.328437352895162,2,3,7,Attchd,3,2.0,182000,11.0,11,6,7.328437352895162,3,2.0,1,1,1,0,0,0
960,RL,Pave,HLS,Timber,Norm,Norm,1Fam,1Story,2008,2008,Gable,CemntBd,CmentBd,Stone,5,GasA,1,7.619233416226805,2,5,9,Attchd,3,3.0,410000,12.0,14,8,7.619233416226805,5,3.0,1,1,1,0,0,1
955,RL,Pave,Lvl,Mitchel,Norm,Norm,1Fam,1Story,1991,1991,Gable,HdBoard,HdBoard,None,4,GasA,1,7.3752557780097545,2,3,5,Detchd,1,2.0,152000,9.0,10,6,7.3752557780097545,0,3.0,1,1,0,0,0,0
2476,RL,Pave,Lvl,SawyerW,Norm,Norm,1Fam,2Story,2005,2005,Gable,VinylSd,VinylSd,BrkFace,4,GasA,1,6.79346613258001,2,4,8,Attchd,3,2.0,184000,11.0,12,7,7.430707082545968,0,3.0,1,1,1,0,0,1
1590,RM,Pave,Lvl,Mitchel,Norm,Norm,Duplex,SFoyer,1997,1998,Gable,VinylSd,VinylSd,BrkFace,4,GasA,1,7.20414929203594,2,3,8,Attchd,3,4.0,206300,13.0,12,7,7.20414929203594,0,4.0,1,1,0,0,1,0
2913,RL,Pave,Lvl,Mitchel,Norm,Norm,Duplex,1Story,1970,1970,Gable,Plywood,Plywood,None,3,GasA,1,7.410347097821024,2,3,8,2Types,1,3.0,146500,10.0,10,6,7.410347097821024,0,2.0,1,1,0,0,0,0
149,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1.5Fin,1956,1956,Gable,MetalSd,MetalSd,None,3,GasA,1,6.725033642166843,1,3,5,Attchd,1,1.0,108000,8.0,9,6,7.198931240688173,0,1.0,1,1,0,0,0,0
2525,RL,Pave,Lvl,NWAmes,Norm,Norm,1Fam,SLvl,1968,1992,Gable,MetalSd,MetalSd,BrkFace,3,GasA,1,7.109062135687172,3,4,8,Attchd,2,2.0,170000,10.0,13,6,7.560601162768557,3,3.0,1,1,1,0,1,0
1470,RM,Pave,Lvl,CollgCr,Norm,Norm,TwnhsE,1Story,2004,2004,Gable,VinylSd,VinylSd,BrkFace,4,GasA,1,6.744059186311348,1,4,3,Attchd,2,2.0,145000,10.0,11,7,6.744059186311348,0,2.0,1,1,0,0,0,1
412,RL,Pave,Lvl,NPkVill,Norm,Norm,Twnhs,1Story,1975,1975,Gable,Plywood,Brk Cmn,None,4,GasA,1,6.962243464266207,2,3,4,Attchd,2,2.0,123000,10.0,12,6,6.962243464266207,2,3.0,1,1,1,0,0,0
1399,RL,Pave,HLS,ClearCr,Norm,Norm,1Fam,1Story,1996,1997,Gable,Wd Sdng,Wd Sdng,None,4,GasA,1,7.163946684342547,1,4,6,Attchd,1,2.0,173000,9.0,11,6,7.163946684342547,4,2.0,1,1,0,0,1,0
183,RM,Pave,Lvl,OldTown,Norm,Norm,1Fam,1Story,1928,2003,Gable,VinylSd,VinylSd,None,3,GasA,1,6.580639137284949,1,3,5,Detchd,1,2.0,105900,9.0,14,7,6.580639137284949,0,1.0,1,1,0,0,1,0
974,RM,Pave,Lvl,MeadowV,Norm,Norm,Twnhs,SLvl,1973,1973,Gable,CemntBd,CmentBd,None,4,GasA,1,6.267200548541362,1,3,5,BuiltIn,1,1.0,91000,8.0,9,6,6.8966943316227125,0,2.0,1,1,1,0,0,0
930,RL,Pave,Bnk,Crawfor,Norm,Norm,1Fam,1.5Fin,1949,2005,Gable,BrkComm,Brk Cmn,None,3,GasW,0,6.894670039433482,2,2,7,Attchd,1,1.0,158000,8.0,12,6,7.329093736246592,3,3.0,1,1,1,0,1,0
881,RL,Pave,Lvl,CollgCr,Norm,Norm,1Fam,2Story,2004,2004,Gable,VinylSd,VinylSd,None,4,GasA,1,6.762729506931879,2,4,7,Attchd,2,2.0,190000,10.0,12,7,7.455298485683291,0,3.0,1,1,1,0,0,1
1180,RL,Pave,Lvl,Veenker,Norm,Norm,TwnhsE,1Story,1995,1995,Hip,BrkFace,BrkFace,None,4,GasA,1,7.122866658599083,1,4,4,Attchd,3,2.0,217500,11.0,13,7,7.122866658599083,2,3.0,1,1,1,0,0,0
1553,RM,Pave,Lvl,IDOTRR,Norm,Norm,1Fam,1.5Fin,1958,1958,Gable,WdShing,Wd Shng,BrkFace,3,GasA,1,7.049254841255837,2,3,7,Attchd,3,1.0,165500,10.0,10,6,7.578656850594762,0,2.0,1,1,0,0,0,0
928,RL,Pave,Bnk,Crawfor,Norm,Norm,1Fam,2Story,1941,1950,Gable,MetalSd,MetalSd,None,3,GasA,1,6.7580945044277305,1,2,7,Attchd,1,1.0,174500,8.0,14,6,7.355641102974253,4,2.0,1,1,0,0,1,0
1512,RL,Pave,Bnk,Edwards,Norm,Norm,1Fam,SLvl,1954,1954,Gable,Wd Sdng,Wd Sdng,None,5,GasA,1,7.094234845924755,1,3,6,Basment,1,1.0,100000,8.0,10,6,7.094234845924755,0,1.0,1,1,0,0,0,0
3,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,1958,1958,Hip,Wd Sdng,Wd Sdng,BrkFace,3,GasA,1,7.1929342212158,1,4,6,Attchd,1,1.0,172000,8.0,12,6,7.1929342212158,0,2.0,1,1,1,0,0,0
2140,RL,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,1975,1975,Hip,HdBoard,HdBoard,None,3,GasA,1,6.779921907472252,1,3,5,Attchd,1,2.0,120000,9.0,11,6,6.779921907472252,0,1.0,1,1,1,0,0,0
553,RH,Pave,Lvl,SawyerW,Feedr,Norm,1Fam,1Story,1950,1950,Gable,Wd Sdng,AsbShng,None,3,GasA,1,6.7357800142423265,1,3,4,CarPort,1,1.0,82000,8.0,8,4,6.7357800142423265,0,1.0,1,1,1,0,0,0
2594,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1.5Fin,1947,1950,Gable,VinylSd,VinylSd,None,3,GasA,1,6.803505257608338,1,3,6,Detchd,1,2.0,127000,9.0,12,6,7.180069874302796,0,2.0,1,1,1,0,1,0
1314,RM,Pave,Lvl,OldTown,Norm,Norm,1Fam,2.5Unf,1917,1950,Gable,AsbShng,AsbShng,None,4,OthW,0,7.034387929915503,1,3,8,Detchd,1,2.0,129500,7.0,11,6,7.629975707027789,4,2.0,1,1,1,0,1,0
366,RL,Pave,Lvl,StoneBr,Norm,Norm,TwnhsE,1Story,1984,1984,Gable,HdBoard,HdBoard,None,4,GasA,1,7.215975002651466,1,4,4,Attchd,2,2.0,187500,10.0,13,7,7.215975002651466,5,2.0,1,1,0,0,0,0
1462,RL,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,2002,2003,Hip,VinylSd,VinylSd,BrkFace,5,GasA,1,7.488293515159428,2,4,6,Attchd,2,3.0,300000,11.0,13,7,7.488293515159428,4,3.0,1,1,1,0,1,1
2541,RL,Pave,Lvl,NWAmes,Norm,Norm,1Fam,2Story,1971,1971,Gable,HdBoard,HdBoard,BrkFace,3,GasA,1,7.001245622069476,2,3,8,Attchd,2,2.0,190000,10.0,11,6,7.597897950521784,4,3.0,1,1,1,0,0,0
2088,RL,Pave,Lvl,Edwards,Norm,Norm,1Fam,1.5Fin,1920,1950,Gambrel,MetalSd,MetalSd,None,3,GasW,0,6.894670039433482,2,3,7,Detchd,1,1.0,96000,7.0,9,4,7.217443431696533,0,2.0,1,1,0,0,1,0
527,FV,Pave,Lvl,Somerst,Norm,Norm,1Fam,2Story,2006,2007,Gable,CemntBd,CmentBd,Stone,4,GasA,1,7.014814351275545,2,4,7,Attchd,3,2.0,241000,11.0,12,7,7.346655163176539,0,3.0,1,1,1,0,1,1
1824,RL,Pave,Lvl,Sawyer,RRAe,Norm,1Fam,1Story,1962,1962,Gable,HdBoard,HdBoard,None,3,GasA,1,7.436617265234227,1,3,8,Attchd,2,1.0,143900,9.0,10,7,7.436617265234227,3,2.0,1,1,1,0,0,0
2918,RM,Pave,Lvl,MeadowV,Norm,Norm,Twnhs,2Story,1970,1970,Gable,CemntBd,CmentBd,None,3,GasA,1,6.304448802421981,1,3,5,CarPort,1,1.0,87550,8.0,9,6,6.996681488176539,0,2.0,1,1,0,0,0,0
49,RL,Pave,Lvl,NridgHt,Norm,Norm,TwnhsE,1Story,2005,2005,Hip,MetalSd,MetalSd,BrkFace,5,GasA,1,7.469083884921234,2,5,6,Attchd,2,2.0,319900,10.0,14,8,7.469083884921234,4,3.0,1,1,1,0,0,1
2332,RL,Pave,HLS,StoneBr,Norm,Norm,1Fam,2Story,2006,2006,Hip,VinylSd,VinylSd,BrkFace,5,GasA,1,7.005789019253503,2,4,11,BuiltIn,3,3.0,356383,12.0,14,7,7.813591552952433,4,3.0,1,1,1,0,0,1
826,RL,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,2007,2007,Gable,VinylSd,VinylSd,None,5,GasA,1,7.496097345175956,2,5,7,Attchd,3,2.0,239000,11.0,14,7,7.496097345175956,0,2.0,1,1,1,0,0,1
1108,RL,Pave,Lvl,NoRidge,Norm,Norm,1Fam,2Story,1993,1994,Hip,VinylSd,VinylSd,BrkFace,4,GasA,1,7.011213987350367,2,4,9,Attchd,3,3.0,287500,12.0,12,7,7.6953031349635665,4,4.0,1,1,1,0,1,0
2041,RM,Pave,Lvl,OldTown,Feedr,Norm,1Fam,1.5Fin,1941,1950,Gable,MetalSd,MetalSd,None,3,GasA,1,6.75110146893676,1,3,7,Detchd,1,2.0,128500,9.0,11,6,6.75110146893676,0,2.0,1,1,0,0,1,0
57,RL,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,2004,2004,Gable,VinylSd,VinylSd,None,4,GasA,1,6.742880635791903,2,4,7,BuiltIn,3,2.0,185088,11.0,12,7,7.458186157340487,4,3.0,1,1,1,0,0,1
520,FV,Pave,Lvl,Somerst,Norm,Norm,1Fam,1Story,2008,2008,Hip,VinylSd,VinylSd,None,4,GasA,1,7.246368080102461,2,4,7,Attchd,2,2.0,229800,10.0,12,7,7.246368080102461,0,2.0,1,1,1,0,0,1
2305,RL,Pave,Lvl,Mitchel,Norm,Norm,1Fam,1Story,1984,1984,Gable,Plywood,HdBoard,None,3,GasA,1,6.78897174299217,1,3,5,Attchd,2,1.0,124500,9.0,11,6,6.78897174299217,0,2.0,1,1,0,0,0,0
2533,RL,Pave,Lvl,NAmes,Feedr,Norm,1Fam,1Story,1968,1968,Gable,MetalSd,MetalSd,None,3,GasA,1,6.9584483932976555,1,3,6,Attchd,2,2.0,142000,10.0,10,6,6.9584483932976555,0,2.0,1,1,0,0,0,0
2852,RL,Pave,HLS,SWISU,Norm,Norm,1Fam,2Story,1920,1950,Gable,MetalSd,MetalSd,None,3,GasA,1,6.628041376179533,1,3,6,Detchd,1,1.0,149000,8.0,14,6,7.32052696227274,0,1.0,1,1,1,0,1,0
1198,RL,Pave,Lvl,NWAmes,Feedr,Norm,Duplex,1Story,1973,1973,Gable,Plywood,Plywood,BrkFace,3,GasA,1,7.4127640174265625,2,3,8,Detchd,1,2.0,135000,9.0,10,6,7.4127640174265625,0,2.0,1,1,1,0,0,0
1681,RL,Pave,Lvl,NPkVill,Norm,Norm,TwnhsE,1Story,1976,1976,Gable,Plywood,Plywood,None,4,GasA,1,6.8658910748834385,2,3,5,Attchd,2,2.0,128000,10.0,11,6,6.8658910748834385,3,2.0,1,1,1,0,0,0
1773,RL,Pave,Lvl,NoRidge,Norm,Norm,1Fam,1Story,1992,1993,Hip,BrkFace,BrkFace,None,4,GasA,1,8.079927770758275,3,4,10,Attchd,2,2.0,430000,10.0,13,7,8.079927770758275,4,4.0,1,1,1,0,1,0
1825,RL,Pave,Lvl,Sawyer,Norm,Norm,1Fam,1Story,1968,1968,Gable,HdBoard,HdBoard,None,3,GasA,1,6.947937068614969,1,3,5,Detchd,3,2.0,145000,11.0,12,6,6.947937068614969,0,3.0,1,1,0,0,0,0
2208,RL,Pave,Lvl,Crawfor,Norm,Norm,1Fam,1.5Fin,1910,2003,Gable,Wd Sdng,Wd Shng,None,3,GasA,1,6.495265555937008,2,3,8,Detchd,1,2.0,139000,9.0,11,6,7.1316985104669115,4,2.0,1,1,1,0,1,0
1646,RL,Pave,Lvl,NWAmes,Norm,Norm,1Fam,SLvl,1984,2003,Hip,VinylSd,VinylSd,BrkFace,4,GasA,1,7.039660349862076,3,3,7,BuiltIn,3,2.0,178000,11.0,13,6,7.533158807455563,3,4.0,1,1,1,0,1,0
1060,RL,Pave,Lvl,NridgHt,PosN,Norm,1Fam,2Story,2005,2006,Hip,CemntBd,CmentBd,BrkFace,5,GasA,1,7.398174092970465,2,5,10,BuiltIn,3,4.0,460000,13.0,15,8,7.934155233536322,5,4.0,1,1,1,0,1,1
748,RL,Pave,Bnk,BrkSide,PosN,Norm,1Fam,2.5Unf,1916,1994,Gable,Wd Sdng,Wd Shng,None,3,GasA,0,7.27655640271871,2,4,10,Detchd,1,2.0,214500,9.0,12,6,7.666221925662725,0,2.0,1,1,1,0,1,0
2846,RH,Pave,Lvl,SWISU,Norm,Norm,2fmCon,2Story,1916,1995,Gable,VinylSd,VinylSd,None,3,GasA,1,6.855408798609928,2,3,10,NA,0,0.0,160000,0.0,13,6,7.564757012905729,0,2.0,1,0,1,0,1,0
493,RL,Pave,Lvl,Gilbert,RRNn,Norm,1Fam,2Story,1999,1999,Gable,VinylSd,VinylSd,BrkFace,4,GasA,1,6.930494765951626,2,4,8,BuiltIn,2,2.0,214000,10.0,12,7,7.630946580890459,3,4.0,1,1,1,0,0,0
694,RM,Pave,Lvl,OldTown,Norm,Norm,1Fam,1.5Fin,1935,1998,Gable,Wd Sdng,Wd Sdng,None,3,GasA,1,6.759255270663693,1,4,6,Detchd,1,1.0,128900,6.0,14,6,7.229113877793302,0,1.0,1,1,1,0,1,0
2283,RL,Pave,Low,Mitchel,Norm,Norm,2fmCon,1Story,1961,1975,Gable,MetalSd,MetalSd,Stone,3,GasA,1,7.392031567514591,1,3,7,2Types,3,4.0,168000,13.0,8,7,7.392031567514591,3,2.0,1,1,0,0,1,0
1800,FV,Pave,Lvl,Somerst,Norm,Norm,1Fam,2Story,2007,2007,Hip,WdShing,Wd Shng,NA,5,GasA,1,6.862757913051401,2,5,8,Attchd,3,3.0,310013,12.0,13,7,7.53955882930103,4,4.0,1,1,1,0,0,1
1632,RL,Pave,Lvl,StoneBr,Norm,Norm,TwnhsE,1Story,1986,1986,Gable,HdBoard,HdBoard,None,4,GasA,1,6.9930151229329605,1,4,5,Attchd,2,2.0,170000,10.0,13,7,6.9930151229329605,0,2.0,1,1,1,0,0,0
2624,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,1959,1959,Gable,BrkFace,Wd Sdng,None,3,GasA,1,6.947937068614969,1,3,6,Attchd,2,1.0,133700,9.0,10,6,6.947937068614969,0,1.0,1,1,1,0,0,0
2197,RL,Pave,Lvl,Crawfor,Norm,Norm,1Fam,2Story,1923,1996,Hip,Wd Sdng,Wd Sdng,None,3,GasA,1,6.803505257608338,1,4,7,Detchd,1,1.0,165000,8.0,13,7,7.315218389752975,6,2.0,1,1,1,0,1,0
1045,RM,Pave,Lvl,BrDale,Norm,Norm,TwnhsE,2Story,1971,1971,Gable,HdBoard,HdBoard,BrkFace,3,GasA,1,6.182084906716632,1,3,5,Detchd,1,1.0,89500,8.0,9,6,6.895682697747868,0,2.0,1,1,0,0,0,0
2549,RL,Pave,Lvl,NAmes,Norm,Norm,2fmCon,SLvl,1958,1958,Hip,HdBoard,HdBoard,BrkFace,3,GasA,1,6.999422467507961,1,3,6,Attchd,2,1.0,140000,9.0,11,5,6.999422467507961,0,2.0,1,1,0,0,0,0
2829,RM,Pave,Lvl,Edwards,Norm,Norm,Twnhs,2Story,2004,2004,Gable,VinylSd,VinylSd,Stone,4,GasA,1,6.878326468291325,2,4,7,Detchd,1,2.0,134000,9.0,12,7,7.444248649496705,0,2.0,1,1,1,0,0,1
2480,RL,Pave,Lvl,SawyerW,Norm,Norm,1Fam,2Story,1992,1993,Gable,HdBoard,HdBoard,None,4,GasA,1,6.739336627357174,2,4,7,Attchd,2,2.0,248500,10.0,11,7,7.4570320891223805,0,4.0,1,1,1,0,1,0
2724,RL,Pave,Lvl,Sawyer,Norm,Norm,1Fam,SLvl,1965,2001,Gable,VinylSd,VinylSd,None,3,GasA,1,6.8679744089702925,0,3,3,Attchd,1,1.0,145000,8.0,13,7,6.8679744089702925,0,2.0,1,1,0,0,1,0
2352,RL,Pave,Lvl,NWAmes,RRAn,Norm,1Fam,2Story,1975,1975,Gable,VinylSd,VinylSd,None,4,GasA,1,6.699500340161678,2,3,6,Attchd,2,2.0,179900,10.0,12,6,7.347943823148687,3,4.0,1,1,1,0,0,0
1783,RL,Pave,Lvl,Somerst,Norm,Norm,1Fam,1Story,2006,2007,Gable,VinylSd,VinylSd,BrkFace,5,GasA,1,7.493317248862145,2,4,7,Attchd,2,3.0,147000,11.0,13,7,7.493317248862145,4,2.0,1,1,1,0,1,1
338,RL,Pave,Lvl,Mitchel,Norm,Norm,1Fam,2Story,1991,1991,Gable,HdBoard,HdBoard,None,4,GasA,1,6.437751649736401,1,3,6,Detchd,1,2.0,136000,9.0,10,6,7.150701457592526,0,2.0,1,1,0,0,0,0
196,RM,Pave,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,1940,1950,Gable,MetalSd,MetalSd,None,3,GasA,1,6.744059186311348,1,3,6,Detchd,1,2.0,128000,9.0,12,7,7.087573705557973,8,3.0,1,1,0,0,1,0
762,RL,Pave,Lvl,Sawyer,Norm,Norm,1Fam,1Story,1946,2001,Gable,MetalSd,MetalSd,None,2,GasA,1,6.558197802812269,1,2,4,CarPort,1,1.0,88750,8.0,13,7,6.558197802812269,0,2.0,1,1,1,0,1,0
151,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,1955,1955,Gable,MetalSd,MetalSd,None,3,GasA,1,6.880384082186005,1,3,5,Attchd,1,1.0,122500,8.0,11,7,6.880384082186005,0,1.0,1,1,1,0,0,0
158,RL,Pave,Lvl,NAmes,Artery,Norm,1Fam,1.5Fin,1948,1950,Gable,VinylSd,VinylSd,None,3,GasA,1,6.816735880594968,1,3,6,Attchd,1,1.0,97500,8.0,11,6,7.285506548522785,4,2.0,1,1,0,0,1,0
2572,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,1963,1963,Hip,MetalSd,MetalSd,BrkFace,3,GasA,1,6.9167150203536085,1,3,5,Attchd,2,2.0,135000,10.0,13,6,6.9167150203536085,0,1.0,1,1,0,0,0,0
1686,RL,Pave,Lvl,NridgHt,Norm,Norm,1Fam,1Story,2007,2007,Hip,CemntBd,CmentBd,BrkFace,5,GasA,1,7.511524648390866,2,4,9,Attchd,1,3.0,314813,10.0,14,8,7.511524648390866,4,2.0,1,1,1,0,0,1
943,C (all),Pave,Lvl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,1915,1982,Hip,Plywood,Plywood,None,3,GasA,0,6.921658184151129,1,2,6,NA,0,0.0,85000,0.0,5,4,6.921658184151129,0,1.0,1,0,1,0,1,0
735,RM,Pave,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,1937,2000,Gable,MetalSd,MetalSd,None,3,GasA,1,6.668228248417403,1,3,4,Detchd,1,2.0,134900,9.0,15,7,7.0707241072602764,0,1.0,1,1,0,0,1,0
2741,RL,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,1955,1999,Hip,MetalSd,MetalSd,Stone,3,GasA,1,6.964135612418245,1,4,6,Attchd,1,1.0,137000,8.0,13,6,6.964135612418245,0,2.0,1,1,0,0,1,0
1106,RL,Pave,Lvl,NoRidge,Norm,Norm,1Fam,1Story,1995,1995,Hip,MetalSd,MetalSd,BrkFace,4,GasA,1,7.656337166430183,2,4,7,Attchd,3,3.0,350000,12.0,14,8,7.656337166430183,3,4.0,1,1,1,0,0,0
2375,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,1967,1975,Hip,MetalSd,MetalSd,None,3,GasA,1,7.23561914106675,1,3,6,Attchd,2,1.0,145000,9.0,12,6,7.23561914106675,3,2.0,1,1,1,0,1,0
1701,RL,Pave,Lvl,NridgHt,Norm,Norm,1Fam,2Story,2005,2006,Gable,MetalSd,MetalSd,BrkFace,5,GasA,1,7.45182223652793,2,5,9,BuiltIn,3,3.0,418000,12.0,14,7,7.922623574217286,5,3.0,1,1,1,0,1,1
2657,RM,Pave,Lvl,OldTown,Norm,Norm,1Fam,1Story,1920,1950,Gable,Wd Sdng,Wd Sdng,None,3,GasA,1,6.734591659972948,1,2,5,Detchd,1,1.0,64000,7.0,7,6,6.734591659972948,0,1.0,1,1,0,0,1,0
907,RH,Pave,Bnk,SWISU,Norm,Norm,1Fam,1.5Fin,1932,2000,Gable,VinylSd,Stucco,None,3,GasA,1,6.744059186311348,1,3,6,Detchd,1,1.0,159434,8.0,10,6,7.327123292259293,0,1.0,1,1,1,0,1,0
1777,RL,Pave,Lvl,Somerst,Feedr,Norm,1Fam,1Story,2007,2007,Gable,VinylSd,VinylSd,BrkFace,4,GasA,1,7.341483852363161,2,4,6,Attchd,1,3.0,260261,10.0,13,7,7.341483852363161,4,3.0,1,1,1,0,0,1
164,RL,Pave,Lvl,NAmes,Artery,Norm,1Fam,1.5Fin,1952,1952,Gable,BrkFace,Wd Sdng,None,3,GasA,1,6.814542897259958,2,3,6,Detchd,1,2.0,166000,9.0,9,5,7.234177179749849,0,2.0,1,1,0,0,0,0
1973,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,SFoyer,1962,1962,Gable,HdBoard,HdBoard,None,3,GasA,1,6.842683282238422,1,3,6,Attchd,2,1.0,130000,9.0,10,6,6.842683282238422,1,2.0,1,1,1,0,0,0
2857,RL,Pave,Lvl,SWISU,Norm,Norm,1Fam,1.5Fin,1941,1950,Gable,Wd Sdng,Wd Sdng,None,2,GasA,0,6.715383386334681,1,3,6,Detchd,1,1.0,112000,8.0,9,6,7.161622002939187,0,1.0,1,1,0,0,1,0
1208,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,1963,1963,Hip,MetalSd,MetalSd,BrkFace,3,GasA,1,7.029087564149662,2,3,6,Attchd,2,2.0,155000,10.0,11,7,7.029087564149662,0,3.0,1,1,1,0,0,0
319,RL,Pave,Lvl,Timber,Norm,Norm,1Fam,2Story,2009,2010,Gable,VinylSd,VinylSd,BrkFace,5,GasA,1,6.652863029353347,2,5,8,BuiltIn,3,3.0,269500,12.0,13,7,7.585281078639126,4,3.0,1,1,1,0,1,1
2567,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,SLvl,1964,1964,Gable,HdBoard,HdBoard,None,3,GasA,1,7.1284959456800365,1,3,6,Attchd,2,2.0,172000,10.0,11,6,7.1284959456800365,8,2.0,1,1,1,0,0,0
2222,RL,Pave,Lvl,Crawfor,Norm,Norm,1Fam,2Story,1940,1984,Gable,Wd Sdng,Wd Sdng,None,3,GasA,1,6.8679744089702925,1,3,6,Attchd,1,1.0,219500,8.0,13,6,7.462214939768189,8,2.0,1,1,0,0,1,0
2493,RL,Pave,Lvl,Sawyer,RRAe,Norm,1Fam,1Story,1963,1963,Gable,HdBoard,HdBoard,None,3,GasA,1,6.8308742346461795,1,3,5,Detchd,1,2.0,133500,9.0,11,6,6.8308742346461795,0,2.0,1,1,1,0,0,0
1757,RL,Pave,Lvl,Gilbert,Norm,Norm,1Fam,SLvl,2000,2000,Gable,VinylSd,VinylSd,None,4,GasA,1,6.652863029353347,2,3,8,BuiltIn,2,2.0,170000,10.0,12,6,7.266128779556451,3,3.0,1,1,0,0,0,0
184,RM,Pave,Lvl,OldTown,Norm,Norm,1Fam,2Story,1900,2003,Gable,Wd Sdng,Wd Sdng,None,3,GasW,0,6.836259277277067,2,4,7,Detchd,1,1.0,150000,8.0,17,8,7.356918242356021,0,2.0,1,1,1,0,1,0
1248,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,1953,1953,Hip,MetalSd,MetalSd,None,3,GasW,0,6.85751406254539,1,3,5,Detchd,1,2.0,130000,9.0,10,6,6.85751406254539,0,1.0,1,1,1,0,0,0
2574,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,SLvl,1959,1959,Gable,HdBoard,HdBoard,BrkFace,3,GasA,1,7.0431599159883405,1,3,6,Attchd,2,1.0,143000,9.0,11,7,7.0431599159883405,3,2.0,1,1,0,0,0,0
1215,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,1961,1961,Gable,Plywood,Plywood,None,3,GasA,1,7.016609683894219,1,3,5,Attchd,2,2.0,140000,10.0,10,7,7.016609683894219,0,2.0,1,1,1,0,0,0
1614,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,1973,1973,Gable,Plywood,Plywood,BrkFace,4,GasA,1,7.707062655370473,2,3,8,Attchd,3,2.0,244000,11.0,13,7,7.707062655370473,8,3.0,1,1,0,0,0,0
2039,RM,Pave,Lvl,IDOTRR,Norm,Norm,1Fam,2.5Unf,1920,1996,Gable,MetalSd,MetalSd,None,3,GasA,0,6.366470447731438,1,2,6,Detchd,1,1.0,101000,8.0,12,6,7.013915474810528,0,1.0,1,1,1,0,1,0
